id,full_text,label,confidence
TXT0453,"yaiyalah, mengadakan  mbg tiap hari, hitung saja  itu berapa pengeluaran negara, buat program tsb. bisa saja ngalahin pengeluaran negara waktu covid",Anggaran,0.9062
TXT0454,kebanyakan sarapan mbg..,Lainnya,0.922
TXT0455,mbg siapa  kii?,Lainnya,0.9242
TXT0456,kak na jahat ngetawain saya  saya  otw buyin siap mencampakkan mbg wowok yang  tidak enak itu,Kualitas Pangan,0.8578
TXT0457,makan bergizi gratis (mbg) yang kembali digulirkan sebagai program prioritas nasional 2026 dinilai sukses melakukan akselerasi pertumbuhan penerima manfaat. hal itu diutarakan oleh wakil ketua dewan perwakilan daerah republik indonesia (dpd ri) tamsil linrung setelah melakukan,Sasaran Penerima,0.947
TXT0458,kamu pasti mikir keracunan mbg itu level bahayanya sama dengan  keracunan kopi sianida.,Kualitas Pangan,0.8596
TXT0459,"mbg mbg taikk, program belum  merata 100% kok berani klaim mencerdaskan bangsa, lelucon apa lagi ini wok",Distribusi,0.9065
TXT0460,"komitmen presiden dengan program prioritas makan bergizi gratis menjadi pondasi agar generasi muda pemilik masa depan lebih berdaya menghadapi tantangan jaman menuju indonesia yang lebih baik, indonesia emas 2045.",Sasaran Penerima,0.9417
TXT0461,program mbg beri dampak domino untuk ekonomi sekitar,Ekonomi,0.9742
TXT0462,dapur mbg,Lainnya,0.9276
TXT0463,tahun depan pasti jumlah orang pibtar terutama siswa pintar di indonesia bakal melonjak sebanyak 58% berkat mbg,Sasaran Penerima,0.9473
TXT0464,"sama narasinya dengan  mbg meski banyak yang keracunan, ""masih mending ada yang  kasih makan gratis. malah ngeluh"" negara dengan  angka kemiskinan 68.3% memang butuh pendidikan gratis",Kualitas Pangan,0.8605
TXT0465,mbg &amp; sekolah rakyat,Politik,0.9155
TXT0466,"yang  disorot dunia internasional itu mbg yang ada belatung pak, jangan pada  duluan..",Kualitas Pangan,0.8585
TXT0467,"katanya stella makan bergizi gratis bisa menjadikan pintar matematika, kiran stella tuh profesor eeh tidak tahunya  cuma pengharum ruangan .. 🤭🤣🤣 selamat pagi ..",Politik,0.8949
TXT0468,mbg buka lapangan kerja baru,Ekonomi,0.9729
TXT0469,"paket makan bergizi gratis selama liburan sekolah, dari roti, telur, hingga buah",Distribusi,0.9082
TXT0470,"gausa ditemenin, makan tuh mbg",Lainnya,0.926
TXT0471,mbg kamu gini?,Lainnya,0.9255
TXT0472,kelamaan. kumpulin di tempat kerjanya aja. terus  dikasih jatah mbg yang sudah dikasih racun tikus.,Kualitas Pangan,0.8611
TXT0473,"omon-omon saja  ini mah, dapur mbg beserta pekerjanya itu jatah buzzer dan timses 02",Tata Kelola,0.9369
TXT0474,"surat dari seorang guru untuk presiden. selamat pagi, pak saya ingin bicara atas nama pribadi. kabarnya mbg telah merekrut 290.00 tenaga kerja. dana yang diambil 44% dari alokasi dana pendidikan bersumber dari 20% apbn. dulu kabarnya bernama makan siang gratis,",Anggaran,0.9065
TXT0475,kayaknya lebih bergizi dan nikmat ini daripada mbg,Kualitas Pangan,0.8544
TXT0476,rumornya food tray mbg tuh tidak memenuhi standar food grade ya? ada yang ngecek tuh orang yang  punya alatnya.,Tata Kelola,0.7657
TXT0477,"ambyar sumber semua masalah daerah hari ini, khususnya di pati adalah kebijakan efisiensi omon omon buat kepentingan rakyat tapi anggaran parcok sama parjo naik ratusan triliun dan program tidak jelas dari pusat seperti mbg, kopdes merah putih, penambahan batalyon, danantara dan lain",Anggaran,0.9106
TXT0478,launching makan bergizi gratis pada peserta didik smp negeri 1 kota tebing tinggi.,Distribusi,0.8895
TXT0479,"iyaloh ka, di kota ku banyak anak anak di sekolah dasar pada sakit perutt karena  mbg, bahkan kenalanki banyak jadi korban, bukannya ganti program, tapi ini malah tambah  anggarannya anjir, kocak sekali ",Kualitas Pangan,0.8599
TXT0480,"sekolah kalau  jadi makanan kayaknya bakal jadi mbg, kadang kalau  enak yaa enak sangat  tapi kalau  tidak enak ya tidak enak bgt??",Kualitas Pangan,0.8626
TXT0481,"apanya mana segitu jelas sangat  definisi ""mana"" gw. yaudah kalau elu merasa saya hidup di satu circle aja, circle lainnya jadi tidak keliatan. coba kasih update kasus keracunan mbg. evaluasi sudah sejauh mana? update terakhir yang  saya tau, bangun  malah minta tambah anggaran?",Kualitas Pangan,0.7824
TXT0482,dari sekian puluh juta anak penerima mbg pasti ada satu dua bahkan lebih yang terkena kasus keracunan karena kita tidak bisa jamin semua sppg nya taat prosedur dan menjaga benar kualitas bahan dan hasil masakannya🫤🫥,Tata Kelola,0.4
TXT0483,kepala badan gizi nasional (bgn) dadan hindayana menjelaskan skema pemberian mbg kepada murid saat libur sekolah. mbg akan dibagikan ketika murid datang ke sekolah. lanjutkan mbg keren,Distribusi,0.9061
TXT0484,"sampai ketelepasan bicara  ""ya bodoamat masalah anggaran, kalau  yang  disajikan makanannya malah jadi basi"" gila  kali, sekolah jadwal siang dan istirahat makan jam 2. tapi mbg dikirim dari jam 9 pagi. minta ganti jam antar malah dijawab ""kita juga repot bu, masak dari  mlm""",Kualitas Pangan,0.6313
TXT0485,"sudah gaji kecil,disuruh nyicip mbg",Anggaran,0.7959
TXT0486,d-1 mbg di sekolahku dan isinya hikmahnya saja  🤣,Lainnya,0.8088
TXT0487,komitmen pemerintah mempercepat pelaksanaan program makan bergizi gratis (mbg),Tata Kelola,0.4456
TXT0488,"kepala badan gizi nasional (bgn), dadan hindayana, menyatakan bahwa pihaknya akan mengajukan tambahan anggaran sebesar rp 50 triliun untuk program makan bergizi gratis (mbg). dalam rapat dengan komisi ix dpr, dadan menjelaskan bahwa anggaran awal sebesar rp 71 triliun",Anggaran,0.911
TXT0489,"program makan bergizi gratis (mbg) telah menjangkau 7,3 juta penerima manfaat melalui 2.375 dapur gizi aktif di seluruh indonesia. pembangunan merata, kemerdekaan semakin nyata.",Sasaran Penerima,0.9455
TXT0490,"saya yakin tujuan dan manfaat mbg baik, yang  salah pelaksana setempat yang  tidak bertanggung jawab termasuk jika ada pemotongan anggaran oleh pihak pemerintah setempat.",Tata Kelola,0.9534
TXT0491,seram  mbg saja  gagal ya karena  mereka  pakai  praktik militer juga.. bagaimana  obat2an nyangkut nyawa orang.. main2 nyawa orang lain macem boneka,Tata Kelola,0.9436
TXT0492,makanya pemerintah kudu sangat  ngeratain kualitas pendidikan. bukannya mbg mbg terus  taii. saya sebagai anak pendidikan miris sekali  liat yang  sudah smp tidak bisa perkalian padahal bukan daerah pelosok jg. bayangin sudah yang  sekolahnya pelosok apa tidak makin jelek itu.,Distribusi,0.8681
TXT0493,retret pakai duit pribadi dibubarkan. retret ngabisin duit negara yang dikumpulkan dari pajak rakyat didukung. kaum mendang-mending memang  butuh makan siang gratis biar racun otaknya dibersihkan racun mbg.,Anggaran,0.8991
TXT0494,"kunker ke bungo, kapolda jambi tegaskan peran penting kepala sppg dalam menjamin keberhasilan program mbg",Tata Kelola,0.9442
TXT0495,"selasa, 29 juli 2025 pukul.08.00 wita di wilayah kodim 1408/makassar dilaksanakan penyaluran makan bergizi gratis oleh sppg ( satuan pelayanan pemenuhan gizi ) kota makassar.",Distribusi,0.9014
TXT0496,"lebihan cuma 1 kang, buat ketua mbg/sekolahan",Tata Kelola,0.5553
TXT0497,program mbg memiliki banyak manfaat,Sasaran Penerima,0.9379
TXT0498,"makan bergizi gratis adalah fondasi masa depan pendidikan yang lebih berprestasiprogram mbg hadir supaya anak indonesia makin sehat dan konsentrasi belajar makin oke, bukan sekadar bagi-bagi makan bergizi gratis",Sasaran Penerima,0.9452
TXT0499,mbg..makan belatung gratis?,Kualitas Pangan,0.8544
TXT0500,"program makan bergizi gratis untuk anak-anak di indonesia, terutama di wilayah timur",Sasaran Penerima,0.9406
TXT0501,"pendidikan itu amanat konstitusi, makan bergizi gratis hanya janji kampanye yang  nyata2 membebani apbn..alih2 bergizi malah dibanyak tempat menimbulkan keracunan massal. dan hanya jadi proyek orang orang terdekat saja .",Anggaran,0.9068
TXT0502,"bohong nih prabowo si paling jago retorika basis abs pantes dicap cuma omon omon jauh panggang dari  api semua laporan harus bagus, pola orba ..abs! secara data tuk mbg target 1 tahun  8 jt penerima manfaat realisasi baru tercapai 4 jt itupun anggaran sudah lebih  dari  71t/t bakal 141t/t",Anggaran,0.9075
TXT0503,siapa sih yang  pilih  presiden yang  lebih prioritasin mbg tidak jelas itu daripada ngeluarin dana buat pendidikan,Anggaran,0.9037
TXT0504,mbg oh mbg..,Lainnya,0.9253
TXT0505,cocok untuk mbg,Sasaran Penerima,0.4532
TXT0506,"how the government reacts to poisonous mbg is getting ridiculous. guru itu hidupnya sudah susah, disuruh keracunan pula. yang keracunan ya rakyat lagi, rakyat lagi. pemerintahnya tetap  korupsi sambil joget-joget karena ""emang saya artis!""",Politik,0.9159
TXT0507,"kalau sampai dikirim ke rumah ya negara auto bangkrut biasanya anak2 ambil  langsung di sekolah kok. lanjutkan mbg, biar makin jelas &amp; tidak simpang siur.",Distribusi,0.9045
TXT0508,berjalan dimana  pak presiden di provinsi sulawesi tengah belum ada program mbg yang  bapak  ketua ini sebutkan. waduhh. harapanny juga dapat  meliput pemberitaan d sulawesi tengah,Distribusi,0.9035
TXT0509,"sudahlah memanipulasi (sni), katanya mengandung bab1 pula. eh, kan bisa disertifikasi halal? ompreng mbg diduga mengandung minyak babi, benarkah?",Kualitas Pangan,0.8591
TXT0510,"apakah mbg itu harus pakai uang negara, atau ada partisipasi masyarakat (?)",Anggaran,0.9041
TXT0511,"apbn buat mbg, ikn, bunga utang, beli pesawat. pajak lesu karena  ekonomi melemah.",Anggaran,0.8999
TXT0512,mbg yang anggarannya milyaran itu harusnya kaya gini pak.,Anggaran,0.9078
TXT0513,mbg sangat bermanfaat,Lainnya,0.7916
TXT0514,makan bergizi gratis + bakteri e.coli,Kualitas Pangan,0.8572
TXT0515,mbg = makan belatung geratis,Kualitas Pangan,0.8573
TXT0516,"batalin saja  mbg minim sekali kontribusinya, uangnya difokuskan industri2 padat karya biar bapak/ibuk anak2 ini bisa kerja jadi bisa beri anak mereka makanan bergizi",Anggaran,0.9016
TXT0517,dan terjadi lagi.. belatung ditemukan di lauk mbg siswa tuban! videonya direkam saat mpls dan langsung viral. anggaran ratusan triliun anak sekolah malah makan siang gratis yang  ada belatung nya.. miris.. : ig @/tubanviral,Kualitas Pangan,0.8581
TXT0518,kalau salah ya diserahkan ke aparat hukum bukan ke kang nyinyir lanjutkan mbg,Distribusi,0.4791
TXT0519,pramuka dapat  extra mbg,Lainnya,0.8442
TXT0520,"sudah smp tidak bisa baca pun dapat mbg, karena do bukan ancaman, yang menjadi ancaman kalau perut tidak terisi.",Kualitas Pangan,0.5113
TXT0521,"haha, benar  juga, komposisi mbg sering mirip burger ""terurai"": nasi berlebih mirip  roti, lauk minim, plus buah sepotong. analisis cisdi tunjukkan 76% menu kurang energi harian, 45% tinggi ultra-proses (gula/garam), dan hanya 17% penuhi standar gizi anak. gizinya dari mana? perlu",Kualitas Pangan,0.8596
TXT0522,kasih ke anak deddy corbuzier si azka kata nya mau tuh mbg,Lainnya,0.9064
TXT0523,keracunan mbg. nih ya sebagai penjual nasi kuning. nasi kuning tuh rewel karena ada santannya. maksimal simpan di suhu ruang itu 5 jam. setelah itu harus simpen di magicom atau freezer kalau buat besok.,Kualitas Pangan,0.8609
TXT0524,"gini mas wibu, di negara demokrasi, rakyat itu punya hak untuk dapat  info terkait rancangan anggaran karena  itu salah satu bentuk keterlibatan rakyat untuk  membentuk kebijakan negara. jadi anggaran mbg, pendidikan, kesehatan dan lain harus transparan, kecuali anggaran intelijen, monggo dipaido",Anggaran,0.9144
TXT0525,dibalik mbg selalu ada niat tulus presiden prabowo supaya indonesia makin maju,Politik,0.9189
TXT0526,"lah, terus  kita bayar pajak buat apa?? mbg??",Anggaran,0.9001
TXT0527,demi mbg rakyat dpalakin dengan  brutal,Politik,0.9143
TXT0528,"gerakan mbg dorong pangan lokal, inspirasi hebat datang dari prabowo",Ekonomi,0.973
TXT0529,ini mbg??,Lainnya,0.9233
TXT0530,"sering nemuin orang blow on mirip  beginian bieb , mungkin kebanyakan makan mbg yang ada belatungnya kali ",Kualitas Pangan,0.8591
TXT0531,"asal muasal kekisruhan ini karena pemerintah pusat, efisiensi yang  mereka berlakukan di apbn demi mewujudkan mbg dan danantara, berdampak ke merosotnya dana transfer ke daerah, akhirnya kepala2 cara jalan pintas salah satunya menaikkan pbb",Anggaran,0.9033
TXT0532,anak kamu dikasih makan mbg tiap hari mirip  mau saja ,Lainnya,0.7285
TXT0533,cetak generasi program mbg sasar hingga pelosok,Distribusi,0.9033
TXT0534,"haha, bukan saya kok! prioritas nasional dimaksud adalah program seperti makan bergizi gratis, sekolah rakyat, dan koperasi desa untuk kesejahteraan rakyat. tapi kalau butuh ai prioritas, saya siap bantu!",Politik,0.9061
TXT0535,"loh, waktu kasus pertamina beberapa  bulan lalu saja  doi malah jor-joran promosi pertamina kok. beberapa  waktu lalu juga masih muji-muji tipis program mbg di podhub 🤷‍ jadi, yaah semua bisa (diatur untuk) terjadi di momen yang  'pas' 🧍‍",Tata Kelola,0.9411
TXT0536,"indo kalau bubar sudah pasti diserang sama negara sekitar kita woi, kaga bohong  gw, indo yang masih berdiri saja  diusik malay (ambalat). mending jadi negara serikat saja  asli, susah cok negara kepulauan soalnya, mbg hapus, stop buat anak banyak-banyak, produktif setiap warga negarany",Politik,0.9178
TXT0537,"tolong evaluasi kembali mbg. lapor mbg jatim banyak makanan yang  dibuang atau tidak dimakan karena  rasanya hambar ,masakan massal terlalu banyak kecenderungan rasanya tidak karuan pak.",Kualitas Pangan,0.8593
TXT0538,"hentikalah mbg dan koperasi merah putih itu , tidak akan ada manfaatnya blass. cuma borosin anggara. tidak kasihan kalian lihat kondisi bangsa ini?",Politik,0.9158
TXT0539,"tanya  serius: dari sekian banyak berita kasus keracunan mbg, kok saya belum ketemu berita vendornya dihukum ya?",Kualitas Pangan,0.8425
TXT0540,"as i said mbg ilangin, polri dikurangin, hasilnha bagi ke anggaran pendidikan, rnd sama kemhan",Anggaran,0.902
TXT0541,hidup mbg,Lainnya,0.9269
TXT0542,yang basi sudah dievaluasi dan vendor diganti dengan yang lebih baik jadi semoga kedepan tidak ada lagi menu yang tidak layak konsumsi.lanjutkan mbg,Tata Kelola,0.8881
TXT0543,"sekali2 kita roasting pemerintahan bowo — mbg: mbg saya setuju, tapi kenapa tidak ada pilot projectnya dulu untuk  testing dan uji coba? setidaknya di daerah 3t atau daerah apapun itu yang  banyak anak kelaparan jangan dikit2 langsung main ""ayo kita implementasi secara nasional""",Tata Kelola,0.8109
TXT0544,"babinsa koramil tamalatea koptu abdul haris dampingi distribusi program mbg untuk ibu hamil, dorong generasi sehat bebas stunting. kamis, 3/7/2025.",Distribusi,0.8913
TXT0545,mbg yang sangat menyedihkan. mending bawa bekal sendiri dari rumah. lebih terjamin,Kualitas Pangan,0.7888
TXT0546,"jujur salah, tidak jujur meninggal makan itu mbg. you' fuckin asshole",Lainnya,0.9142
TXT0547,bawa  bekal karena  egk dapat  mbg 🥀🥀,Lainnya,0.8966
TXT0548,"padahal mbg ujung2nya jadi isinya sepiteng, mending buat pendidikan yang  berguna buat otak.",Anggaran,0.8509
TXT0549,"yang  penting dapat  jatah tambang, mbg",Lainnya,0.3507
TXT0550,"yang paling cepat menggerakan ekonomi itu  belanja negara dalam pengadaan barang dan jasa termasuk mbg, karena  ada sirkulasi bahan makanan dan tenaga kerja. pabrik apapun kalau tidak ada yang  beli bisa tutup, perdagangan lesu.",Ekonomi,0.9714
TXT0551,"alah palingan nanti  cuma daerah kota, yang  gampang diliput biar pemerintah tuh bisa pencitraan kelihatan  berkerja buktinya mbg saja  malah terfokus ke daerah perkotaan sekolah dasar prabowonya goblok saja ",Distribusi,0.8962
TXT0552,"saya smp tidak habis pikir sama  para pemerintah yang  nganggep enteng soal keracunan mbg ini njiink!! sumpah ya keracunan itu tidak enak banget, rasanya kek mau mokat kalau yang  parah, apalagi after keracunan tuh lambung sakit. memang sudah pada  mati empatinya gara2 kebanyakan makaan duit haram.",Kualitas Pangan,0.8585
TXT0553,dkung terus mbg,Lainnya,0.9229
TXT0554,bacot lah. saya  tidak terima duit saya  dipakai  buat program mbg tidak jelas ini,Anggaran,0.8979
TXT0555,"apapun masalahnya mbg solusinya,koplak",Tata Kelola,0.4201
TXT0556,"untuk kelompok ibu hamil, ibu menyusui, anak balita, itu dilanjutkan dikirim ke rumah dan posyandu masing-masing,"" ujar dadan hindayana kepala bangun  lanjutkan mbg keren",Distribusi,0.8883
TXT0557,sampai sekarang  saya masih berharap program mbg dicancel dan di ganti pendidikan gratis dari sd sampai s1,Distribusi,0.8668
TXT0558,"china bikin mbg se enak mungkin dan pasti bergizi, ayam, daging, udang se-lengkap2 nya. sedang mbg indonesia, se-murah2 nya.",Kualitas Pangan,0.8604
TXT0559,anak2 sekolah dapat  mbg orang tua y pajak y di naikin apa y yang  gratis uang pajak buat makan anak sekolah sama  saja  orang tua yang  bayar ,Anggaran,0.9037
TXT0560,yang perlu kita pahami ini tergantung kesepakatan guru dan wali murit sanggup datang kesekolah apa tidak? kalau tidak ya mbg stop sementara tetapi kalau kompak datang ya lanjut.lanjutkan mbg,Distribusi,0.9057
TXT0561,mbg ini didistribusikan denan anaknya atau ortunya datang kesekolah mengambil jatah menu mbg masing masing.lanjutkan mbg,Distribusi,0.906
TXT0562,"program makan bergizi gratis (mbg) di nusa tenggara timur (ntt) meningkatkan partisipasi siswa di sekolah dan menggerakkan ekonomi lokal. dengan anggaran rp9 triliun, pemerintah pusat akan membangun 696 satuan pelayanan pemenuhan gizi untuk 1,5 juta siswa.",Ekonomi,0.9616
TXT0563,"hari anak sekolah saja , anak saya sekolah swasta tidak bonafide di cikeas bogor sampai sekarang  belum dapat mbg, tempat ini tidak jauh dari jalan besar alternatif cibubur. lah ini hari libur kok mau bagi mbg, cara baginya gimana ? harusnya merata dulu seluruh indonesia.",Distribusi,0.9027
TXT0564,"bagi pejabat, kejadian ini cuma statistik, hanya sebagian kecil dari total mbg. rakyat hanya angka",Sasaran Penerima,0.877
TXT0565,babinsa koramil 1710-02/timika dampingi pelaksanaan makan bergizi gratis (mbg) di wilayah binaannya,Distribusi,0.9068
TXT0566,hari2 ada saja  berita serupa tentang drama mbg,Lainnya,0.8699
